item_id,benchmark,condition,selected_candidate_indices
herbench:FAM_196595,herbench,mdp3_8,"[0, 7, 18, 23, 27, 31, 45, 61]"
herbench:FAM_196595,herbench,plain_dpp_8,"[0, 7, 21, 23, 27, 32, 37, 39]"
herbench:FAM_205601,herbench,mdp3_8,"[0, 6, 28, 37, 39, 59, 62, 63]"
herbench:FAM_205601,herbench,plain_dpp_8,"[0, 6, 28, 30, 37, 39, 59, 63]"
herbench:FAM_218603,herbench,mdp3_8,"[0, 1, 5, 23, 37, 47, 48, 62]"
herbench:FAM_218603,herbench,plain_dpp_8,"[0, 1, 5, 37, 50, 51, 59, 61]"
herbench:FAM_242612,herbench,mdp3_8,"[14, 19, 20, 27, 30, 42, 59, 62]"
herbench:FAM_242612,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FAM_265,herbench,mdp3_8,"[4, 7, 20, 31, 34, 39, 46, 48]"
herbench:FAM_265,herbench,plain_dpp_8,"[4, 7, 20, 31, 34, 46, 48, 63]"
herbench:FAM_269610,herbench,mdp3_8,"[0, 8, 18, 20, 24, 33, 49, 51]"
herbench:FAM_269610,herbench,plain_dpp_8,"[8, 15, 18, 20, 24, 33, 37, 51]"
herbench:FAM_276608,herbench,mdp3_8,"[0, 1, 13, 22, 31, 41, 45, 52]"
herbench:FAM_276608,herbench,plain_dpp_8,"[0, 1, 12, 22, 31, 41, 45, 52]"
herbench:FAM_290620,herbench,mdp3_8,"[0, 2, 3, 18, 38, 45, 52, 63]"
herbench:FAM_290620,herbench,plain_dpp_8,"[2, 3, 18, 20, 27, 31, 38, 63]"
herbench:FAM_306677,herbench,mdp3_8,"[0, 17, 27, 29, 30, 39, 44, 61]"
herbench:FAM_306677,herbench,plain_dpp_8,"[8, 17, 19, 29, 31, 35, 43, 55]"
herbench:FAM_307682,herbench,mdp3_8,"[0, 13, 14, 21, 28, 31, 40, 59]"
herbench:FAM_307682,herbench,plain_dpp_8,"[0, 13, 14, 21, 27, 30, 31, 37]"
herbench:FAM_309784,herbench,mdp3_8,"[0, 13, 14, 21, 28, 31, 40, 59]"
herbench:FAM_309784,herbench,plain_dpp_8,"[0, 13, 14, 21, 27, 30, 31, 37]"
herbench:FAM_314685,herbench,mdp3_8,"[1, 2, 5, 30, 45, 52, 60, 63]"
herbench:FAM_314685,herbench,plain_dpp_8,"[1, 2, 11, 39, 45, 52, 55, 60]"
herbench:FAM_317678,herbench,mdp3_8,"[0, 6, 28, 37, 39, 59, 62, 63]"
herbench:FAM_317678,herbench,plain_dpp_8,"[0, 6, 28, 30, 37, 39, 59, 63]"
herbench:FAM_320737,herbench,mdp3_8,"[4, 7, 20, 31, 34, 39, 46, 48]"
herbench:FAM_320737,herbench,plain_dpp_8,"[4, 7, 20, 31, 34, 46, 48, 63]"
herbench:FAM_324687,herbench,mdp3_8,"[0, 1, 7, 26, 30, 35, 42, 63]"
herbench:FAM_324687,herbench,plain_dpp_8,"[1, 11, 21, 33, 35, 36, 60, 63]"
herbench:FAM_328841,herbench,mdp3_8,"[1, 2, 5, 30, 45, 52, 60, 63]"
herbench:FAM_328841,herbench,plain_dpp_8,"[1, 2, 11, 39, 45, 52, 55, 60]"
herbench:FAM_342760,herbench,mdp3_8,"[0, 10, 23, 26, 30, 49, 55, 57]"
herbench:FAM_342760,herbench,plain_dpp_8,"[0, 10, 23, 26, 33, 47, 49, 55]"
herbench:FAM_346701,herbench,mdp3_8,"[6, 10, 18, 31, 42, 56, 58, 62]"
herbench:FAM_346701,herbench,plain_dpp_8,"[6, 10, 18, 31, 42, 56, 58, 62]"
herbench:FAM_348735,herbench,mdp3_8,"[0, 8, 18, 20, 24, 33, 49, 51]"
herbench:FAM_348735,herbench,plain_dpp_8,"[8, 15, 18, 20, 24, 33, 37, 51]"
herbench:FAM_350758,herbench,mdp3_8,"[0, 6, 28, 37, 39, 59, 62, 63]"
herbench:FAM_350758,herbench,plain_dpp_8,"[0, 6, 28, 30, 37, 39, 59, 63]"
herbench:FAM_351810,herbench,mdp3_8,"[0, 6, 28, 37, 39, 59, 62, 63]"
herbench:FAM_351810,herbench,plain_dpp_8,"[0, 6, 28, 30, 37, 39, 59, 63]"
herbench:FAM_352862,herbench,mdp3_8,"[0, 6, 28, 37, 39, 59, 62, 63]"
herbench:FAM_352862,herbench,plain_dpp_8,"[0, 6, 28, 30, 37, 39, 59, 63]"
herbench:FAM_353692,herbench,mdp3_8,"[0, 2, 3, 18, 38, 45, 52, 63]"
herbench:FAM_353692,herbench,plain_dpp_8,"[2, 3, 18, 20, 27, 31, 38, 63]"
herbench:FAM_354756,herbench,mdp3_8,"[0, 2, 3, 18, 38, 45, 52, 63]"
herbench:FAM_354756,herbench,plain_dpp_8,"[2, 3, 18, 20, 27, 31, 38, 63]"
herbench:FAM_356859,herbench,mdp3_8,"[0, 2, 3, 18, 38, 45, 52, 63]"
herbench:FAM_356859,herbench,plain_dpp_8,"[2, 3, 18, 20, 27, 31, 38, 63]"
herbench:FAM_359762,herbench,mdp3_8,"[6, 7, 13, 14, 38, 43, 62, 63]"
herbench:FAM_359762,herbench,plain_dpp_8,"[13, 14, 25, 38, 43, 59, 62, 63]"
herbench:FAM_360854,herbench,mdp3_8,"[3, 5, 9, 10, 15, 42, 44, 58]"
herbench:FAM_360854,herbench,plain_dpp_8,"[3, 5, 9, 10, 15, 40, 44, 58]"
herbench:FAM_366874,herbench,mdp3_8,"[0, 7, 18, 23, 27, 31, 45, 61]"
herbench:FAM_366874,herbench,plain_dpp_8,"[0, 7, 21, 23, 27, 32, 37, 39]"
herbench:FAM_371890,herbench,mdp3_8,"[0, 1, 13, 22, 31, 41, 45, 52]"
herbench:FAM_371890,herbench,plain_dpp_8,"[0, 1, 12, 22, 31, 41, 45, 52]"
herbench:FAM_375172,herbench,mdp3_8,"[0, 18, 22, 37, 45, 52, 55, 59]"
herbench:FAM_375172,herbench,plain_dpp_8,"[0, 22, 37, 45, 50, 52, 55, 59]"
herbench:FAM_380398,herbench,mdp3_8,"[4, 5, 12, 18, 21, 33, 45, 62]"
herbench:FAM_380398,herbench,plain_dpp_8,"[0, 4, 5, 18, 21, 46, 48, 60]"
herbench:FAM_381485,herbench,mdp3_8,"[4, 5, 12, 18, 21, 33, 45, 62]"
herbench:FAM_381485,herbench,plain_dpp_8,"[0, 4, 5, 18, 21, 46, 48, 60]"
herbench:FAM_391574,herbench,mdp3_8,"[0, 1, 7, 26, 30, 35, 42, 63]"
herbench:FAM_391574,herbench,plain_dpp_8,"[1, 11, 21, 33, 35, 36, 60, 63]"
herbench:FAM_403440,herbench,mdp3_8,"[4, 5, 12, 18, 21, 33, 45, 62]"
herbench:FAM_403440,herbench,plain_dpp_8,"[0, 4, 5, 18, 21, 46, 48, 60]"
herbench:FAM_405492,herbench,mdp3_8,"[0, 10, 11, 14, 31, 32, 39, 62]"
herbench:FAM_405492,herbench,plain_dpp_8,"[0, 10, 11, 14, 30, 31, 37, 40]"
herbench:FAM_408050,herbench,mdp3_8,"[1, 8, 10, 17, 18, 41, 49, 63]"
herbench:FAM_408050,herbench,plain_dpp_8,"[1, 8, 10, 17, 18, 34, 41, 49]"
herbench:FAM_415572,herbench,mdp3_8,"[0, 8, 18, 20, 24, 33, 49, 51]"
herbench:FAM_415572,herbench,plain_dpp_8,"[8, 15, 18, 20, 24, 33, 37, 51]"
herbench:FAM_418441,herbench,mdp3_8,"[1, 8, 27, 30, 36, 37, 54, 63]"
herbench:FAM_418441,herbench,plain_dpp_8,"[1, 8, 27, 30, 36, 37, 54, 63]"
herbench:FAM_421601,herbench,mdp3_8,"[1, 3, 11, 31, 32, 45, 51, 58]"
herbench:FAM_421601,herbench,plain_dpp_8,"[1, 3, 14, 31, 32, 45, 51, 58]"
herbench:FAM_424335,herbench,mdp3_8,"[0, 2, 7, 9, 31, 41, 44, 60]"
herbench:FAM_424335,herbench,plain_dpp_8,"[2, 7, 9, 31, 41, 44, 58, 60]"
herbench:FAM_424820,herbench,mdp3_8,"[14, 19, 20, 27, 30, 42, 59, 62]"
herbench:FAM_424820,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FAM_425735,herbench,mdp3_8,"[3, 12, 26, 29, 46, 47, 49, 60]"
herbench:FAM_425735,herbench,plain_dpp_8,"[3, 12, 24, 26, 29, 46, 47, 60]"
herbench:FAM_426540,herbench,mdp3_8,"[0, 1, 2, 22, 23, 44, 48, 57]"
herbench:FAM_426540,herbench,plain_dpp_8,"[1, 2, 22, 36, 44, 48, 57, 63]"
herbench:FAM_428599,herbench,mdp3_8,"[0, 2, 7, 9, 31, 41, 44, 60]"
herbench:FAM_428599,herbench,plain_dpp_8,"[2, 7, 9, 31, 41, 44, 58, 60]"
herbench:FAM_429104,herbench,mdp3_8,"[0, 2, 7, 9, 31, 41, 44, 60]"
herbench:FAM_429104,herbench,plain_dpp_8,"[2, 7, 9, 31, 41, 44, 58, 60]"
herbench:FAM_429589,herbench,mdp3_8,"[0, 7, 18, 23, 27, 31, 45, 61]"
herbench:FAM_429589,herbench,plain_dpp_8,"[0, 7, 21, 23, 27, 32, 37, 39]"
herbench:FAM_430560,herbench,mdp3_8,"[0, 2, 11, 15, 29, 36, 43, 55]"
herbench:FAM_430560,herbench,plain_dpp_8,"[0, 7, 11, 15, 29, 36, 42, 51]"
herbench:FAM_431804,herbench,mdp3_8,"[3, 12, 26, 29, 46, 47, 49, 60]"
herbench:FAM_431804,herbench,plain_dpp_8,"[3, 12, 24, 26, 29, 46, 47, 60]"
herbench:FAM_432650,herbench,mdp3_8,"[0, 18, 22, 37, 45, 52, 55, 59]"
herbench:FAM_432650,herbench,plain_dpp_8,"[0, 22, 37, 45, 50, 52, 55, 59]"
herbench:FAM_436488,herbench,mdp3_8,"[1, 8, 27, 30, 36, 37, 54, 63]"
herbench:FAM_436488,herbench,plain_dpp_8,"[1, 8, 27, 30, 36, 37, 54, 63]"
herbench:FAM_436530,herbench,mdp3_8,"[0, 10, 23, 26, 30, 49, 55, 57]"
herbench:FAM_436530,herbench,plain_dpp_8,"[0, 10, 23, 26, 33, 47, 49, 55]"
herbench:FAM_436531,herbench,mdp3_8,"[0, 10, 23, 26, 30, 49, 55, 57]"
herbench:FAM_436531,herbench,plain_dpp_8,"[0, 10, 23, 26, 33, 47, 49, 55]"
herbench:FAM_436536,herbench,mdp3_8,"[0, 3, 5, 27, 45, 52, 56, 63]"
herbench:FAM_436536,herbench,plain_dpp_8,"[0, 3, 5, 32, 39, 44, 52, 56]"
herbench:FAM_436537,herbench,mdp3_8,"[0, 1, 2, 22, 23, 44, 48, 57]"
herbench:FAM_436537,herbench,plain_dpp_8,"[1, 2, 22, 36, 44, 48, 57, 63]"
herbench:FAM_436540,herbench,mdp3_8,"[1, 3, 11, 31, 32, 45, 51, 58]"
herbench:FAM_436540,herbench,plain_dpp_8,"[1, 3, 14, 31, 32, 45, 51, 58]"
herbench:FAM_436542,herbench,mdp3_8,"[6, 10, 18, 31, 42, 56, 58, 62]"
herbench:FAM_436542,herbench,plain_dpp_8,"[6, 10, 18, 31, 42, 56, 58, 62]"
herbench:FAM_436543,herbench,mdp3_8,"[0, 1, 13, 22, 31, 41, 45, 52]"
herbench:FAM_436543,herbench,plain_dpp_8,"[0, 1, 12, 22, 31, 41, 45, 52]"
herbench:FAM_436544,herbench,mdp3_8,"[0, 4, 9, 19, 39, 43, 47, 57]"
herbench:FAM_436544,herbench,plain_dpp_8,"[4, 10, 19, 22, 39, 47, 57, 60]"
herbench:FAM_436545,herbench,mdp3_8,"[6, 7, 13, 14, 38, 43, 62, 63]"
herbench:FAM_436545,herbench,plain_dpp_8,"[13, 14, 25, 38, 43, 59, 62, 63]"
herbench:FAM_436546,herbench,mdp3_8,"[0, 1, 5, 23, 37, 47, 48, 62]"
herbench:FAM_436546,herbench,plain_dpp_8,"[0, 1, 5, 37, 50, 51, 59, 61]"
herbench:FAM_436547,herbench,mdp3_8,"[11, 20, 23, 25, 33, 48, 60, 61]"
herbench:FAM_436547,herbench,plain_dpp_8,"[11, 16, 18, 23, 33, 37, 41, 60]"
herbench:FAM_436548,herbench,mdp3_8,"[11, 20, 23, 25, 33, 48, 60, 61]"
herbench:FAM_436548,herbench,plain_dpp_8,"[11, 16, 18, 23, 33, 37, 41, 60]"
herbench:FAM_436549,herbench,mdp3_8,"[0, 1, 7, 26, 30, 35, 42, 63]"
herbench:FAM_436549,herbench,plain_dpp_8,"[1, 11, 21, 33, 35, 36, 60, 63]"
herbench:FAM_528,herbench,mdp3_8,"[0, 1, 5, 23, 37, 47, 48, 62]"
herbench:FAM_528,herbench,plain_dpp_8,"[0, 1, 5, 37, 50, 51, 59, 61]"
herbench:FAM_535,herbench,mdp3_8,"[0, 1, 5, 23, 37, 47, 48, 62]"
herbench:FAM_535,herbench,plain_dpp_8,"[0, 1, 5, 37, 50, 51, 59, 61]"
herbench:FAM_83573,herbench,mdp3_8,"[0, 4, 9, 19, 39, 43, 47, 57]"
herbench:FAM_83573,herbench,plain_dpp_8,"[4, 10, 19, 22, 39, 47, 57, 60]"
herbench:FAM_90573,herbench,mdp3_8,"[0, 2, 11, 15, 29, 36, 43, 55]"
herbench:FAM_90573,herbench,plain_dpp_8,"[0, 7, 11, 15, 29, 36, 42, 51]"
herbench:FOM_1065,herbench,mdp3_8,"[8, 15, 18, 20, 24, 37, 51, 55]"
herbench:FOM_1065,herbench,plain_dpp_8,"[8, 15, 18, 20, 33, 47, 51, 55]"
herbench:FOM_1430,herbench,mdp3_8,"[0, 9, 25, 26, 34, 47, 49, 55]"
herbench:FOM_1430,herbench,plain_dpp_8,"[0, 9, 25, 26, 47, 49, 55, 58]"
herbench:FOM_165588,herbench,mdp3_8,"[3, 15, 23, 37, 50, 51, 61, 62]"
herbench:FOM_165588,herbench,plain_dpp_8,"[3, 15, 23, 37, 47, 50, 51, 61]"
herbench:FOM_1672,herbench,mdp3_8,"[14, 19, 21, 42, 45, 58, 59, 61]"
herbench:FOM_1672,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FOM_1676,herbench,mdp3_8,"[14, 19, 21, 42, 45, 58, 59, 61]"
herbench:FOM_1676,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FOM_1678,herbench,mdp3_8,"[14, 19, 21, 42, 45, 58, 59, 61]"
herbench:FOM_1678,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FOM_1722,herbench,mdp3_8,"[1, 12, 24, 29, 30, 47, 56, 60]"
herbench:FOM_1722,herbench,plain_dpp_8,"[16, 24, 25, 29, 47, 56, 58, 60]"
herbench:FOM_1723,herbench,mdp3_8,"[1, 12, 24, 29, 30, 47, 56, 60]"
herbench:FOM_1723,herbench,plain_dpp_8,"[16, 24, 25, 29, 47, 56, 58, 60]"
herbench:FOM_183599,herbench,mdp3_8,"[0, 8, 13, 14, 24, 30, 41, 54]"
herbench:FOM_183599,herbench,plain_dpp_8,"[0, 8, 13, 14, 21, 24, 30, 42]"
herbench:FOM_1845,herbench,mdp3_8,"[1, 3, 13, 31, 39, 45, 58, 63]"
herbench:FOM_1845,herbench,plain_dpp_8,"[0, 1, 3, 31, 39, 43, 45, 58]"
herbench:FOM_185595,herbench,mdp3_8,"[1, 8, 11, 27, 36, 37, 60, 63]"
herbench:FOM_185595,herbench,plain_dpp_8,"[1, 8, 11, 27, 30, 37, 58, 63]"
herbench:FOM_1869,herbench,mdp3_8,"[0, 5, 22, 45, 50, 52, 55, 63]"
herbench:FOM_1869,herbench,plain_dpp_8,"[22, 23, 36, 45, 50, 52, 55, 63]"
herbench:FOM_1887,herbench,mdp3_8,"[0, 14, 22, 36, 38, 46, 54, 63]"
herbench:FOM_1887,herbench,plain_dpp_8,"[3, 14, 25, 36, 38, 46, 54, 63]"
herbench:FOM_1888,herbench,mdp3_8,"[0, 14, 22, 36, 38, 46, 54, 63]"
herbench:FOM_1888,herbench,plain_dpp_8,"[3, 14, 25, 36, 38, 46, 54, 63]"
herbench:FOM_1934,herbench,mdp3_8,"[6, 10, 18, 19, 31, 35, 45, 58]"
herbench:FOM_1934,herbench,plain_dpp_8,"[2, 6, 10, 18, 31, 45, 58, 62]"
herbench:FOM_201606,herbench,mdp3_8,"[8, 14, 19, 24, 25, 37, 39, 63]"
herbench:FOM_201606,herbench,plain_dpp_8,"[10, 14, 19, 24, 25, 37, 39, 63]"
herbench:FOM_2058,herbench,mdp3_8,"[0, 1, 2, 22, 31, 35, 36, 50]"
herbench:FOM_2058,herbench,plain_dpp_8,"[0, 1, 2, 22, 31, 41, 52, 59]"
herbench:FOM_22,herbench,mdp3_8,"[0, 6, 22, 23, 31, 38, 42, 45]"
herbench:FOM_22,herbench,plain_dpp_8,"[0, 6, 22, 23, 25, 29, 32, 34]"
herbench:FOM_24,herbench,mdp3_8,"[0, 6, 22, 23, 31, 38, 42, 45]"
herbench:FOM_24,herbench,plain_dpp_8,"[0, 6, 22, 23, 25, 29, 32, 34]"
herbench:FOM_241591,herbench,mdp3_8,"[3, 5, 10, 14, 40, 44, 59, 62]"
herbench:FOM_241591,herbench,plain_dpp_8,"[3, 5, 10, 14, 40, 44, 59, 61]"
herbench:FOM_244716,herbench,mdp3_8,"[0, 6, 22, 23, 31, 38, 42, 45]"
herbench:FOM_244716,herbench,plain_dpp_8,"[0, 6, 22, 23, 25, 29, 32, 34]"
herbench:FOM_259,herbench,mdp3_8,"[2, 9, 17, 23, 34, 39, 42, 48]"
herbench:FOM_259,herbench,plain_dpp_8,"[2, 13, 17, 34, 39, 42, 48, 63]"
herbench:FOM_26,herbench,mdp3_8,"[0, 6, 22, 23, 31, 38, 42, 45]"
herbench:FOM_26,herbench,plain_dpp_8,"[0, 6, 22, 23, 25, 29, 32, 34]"
herbench:FOM_286622,herbench,mdp3_8,"[0, 1, 2, 22, 31, 35, 36, 50]"
herbench:FOM_286622,herbench,plain_dpp_8,"[0, 1, 2, 22, 31, 41, 52, 59]"
herbench:FOM_288,herbench,mdp3_8,"[4, 16, 19, 22, 37, 43, 47, 57]"
herbench:FOM_288,herbench,plain_dpp_8,"[4, 8, 16, 19, 43, 46, 47, 57]"
herbench:FOM_294624,herbench,mdp3_8,"[0, 2, 27, 28, 36, 39, 62, 63]"
herbench:FOM_294624,herbench,plain_dpp_8,"[0, 28, 30, 36, 39, 43, 62, 63]"
herbench:FOM_303629,herbench,mdp3_8,"[2, 9, 17, 23, 34, 39, 42, 48]"
herbench:FOM_303629,herbench,plain_dpp_8,"[2, 13, 17, 34, 39, 42, 48, 63]"
herbench:FOM_310630,herbench,mdp3_8,"[4, 16, 19, 22, 37, 43, 47, 57]"
herbench:FOM_310630,herbench,plain_dpp_8,"[4, 8, 16, 19, 43, 46, 47, 57]"
herbench:FOM_324787,herbench,mdp3_8,"[8, 15, 18, 20, 24, 37, 51, 55]"
herbench:FOM_324787,herbench,plain_dpp_8,"[8, 15, 18, 20, 33, 47, 51, 55]"
herbench:FOM_328741,herbench,mdp3_8,"[3, 5, 10, 14, 40, 44, 59, 62]"
herbench:FOM_328741,herbench,plain_dpp_8,"[3, 5, 10, 14, 40, 44, 59, 61]"
herbench:FOM_331794,herbench,mdp3_8,"[0, 1, 2, 41, 44, 48, 57, 63]"
herbench:FOM_331794,herbench,plain_dpp_8,"[1, 2, 25, 41, 44, 48, 57, 63]"
herbench:FOM_336297,herbench,mdp3_8,"[0, 2, 5, 12, 31, 38, 41, 62]"
herbench:FOM_336297,herbench,plain_dpp_8,"[2, 5, 12, 23, 31, 38, 41, 62]"
herbench:FOM_338284,herbench,mdp3_8,"[3, 5, 10, 14, 40, 44, 59, 62]"
herbench:FOM_338284,herbench,plain_dpp_8,"[3, 5, 10, 14, 40, 44, 59, 61]"
herbench:FOM_339493,herbench,mdp3_8,"[8, 15, 18, 20, 24, 37, 51, 55]"
herbench:FOM_339493,herbench,plain_dpp_8,"[8, 15, 18, 20, 33, 47, 51, 55]"
herbench:FOM_340388,herbench,mdp3_8,"[1, 2, 5, 45, 52, 55, 60, 63]"
herbench:FOM_340388,herbench,plain_dpp_8,"[1, 2, 5, 12, 45, 50, 52, 60]"
herbench:FOM_341489,herbench,mdp3_8,"[1, 2, 5, 45, 52, 55, 60, 63]"
herbench:FOM_341489,herbench,plain_dpp_8,"[1, 2, 5, 12, 45, 50, 52, 60]"
herbench:FOM_344747,herbench,mdp3_8,"[1, 8, 10, 17, 18, 41, 49, 63]"
herbench:FOM_344747,herbench,plain_dpp_8,"[1, 8, 10, 17, 18, 41, 49, 63]"
herbench:FOM_352394,herbench,mdp3_8,"[0, 2, 5, 29, 35, 52, 56, 62]"
herbench:FOM_352394,herbench,plain_dpp_8,"[0, 2, 3, 5, 44, 48, 52, 56]"
herbench:FOM_353500,herbench,mdp3_8,"[0, 2, 5, 29, 35, 52, 56, 62]"
herbench:FOM_353500,herbench,plain_dpp_8,"[0, 2, 3, 5, 44, 48, 52, 56]"
herbench:FOM_358351,herbench,mdp3_8,"[0, 5, 22, 45, 50, 52, 55, 63]"
herbench:FOM_358351,herbench,plain_dpp_8,"[22, 23, 36, 45, 50, 52, 55, 63]"
herbench:FOM_359402,herbench,mdp3_8,"[0, 5, 22, 45, 50, 52, 55, 63]"
herbench:FOM_359402,herbench,plain_dpp_8,"[22, 23, 36, 45, 50, 52, 55, 63]"
herbench:FOM_362056,herbench,mdp3_8,"[6, 10, 18, 19, 31, 35, 45, 58]"
herbench:FOM_362056,herbench,plain_dpp_8,"[2, 6, 10, 18, 31, 45, 58, 62]"
herbench:FOM_364360,herbench,mdp3_8,"[0, 2, 27, 28, 36, 39, 62, 63]"
herbench:FOM_364360,herbench,plain_dpp_8,"[0, 28, 30, 36, 39, 43, 62, 63]"
herbench:FOM_365509,herbench,mdp3_8,"[3, 7, 20, 25, 31, 32, 61, 63]"
herbench:FOM_365509,herbench,plain_dpp_8,"[2, 3, 7, 20, 25, 31, 62, 63]"
herbench:FOM_371411,herbench,mdp3_8,"[2, 9, 17, 23, 34, 39, 42, 48]"
herbench:FOM_371411,herbench,plain_dpp_8,"[2, 13, 17, 34, 39, 42, 48, 63]"
herbench:FOM_372462,herbench,mdp3_8,"[2, 9, 17, 23, 34, 39, 42, 48]"
herbench:FOM_372462,herbench,plain_dpp_8,"[2, 13, 17, 34, 39, 42, 48, 63]"
herbench:FOM_373503,herbench,mdp3_8,"[0, 5, 22, 45, 50, 52, 55, 63]"
herbench:FOM_373503,herbench,plain_dpp_8,"[22, 23, 36, 45, 50, 52, 55, 63]"
herbench:FOM_375357,herbench,mdp3_8,"[4, 16, 19, 22, 37, 43, 47, 57]"
herbench:FOM_375357,herbench,plain_dpp_8,"[4, 8, 16, 19, 43, 46, 47, 57]"
herbench:FOM_377216,herbench,mdp3_8,"[4, 10, 12, 24, 26, 31, 39, 62]"
herbench:FOM_377216,herbench,plain_dpp_8,"[1, 4, 10, 12, 24, 26, 31, 40]"
herbench:FOM_378,herbench,mdp3_8,"[0, 6, 13, 20, 27, 38, 61, 62]"
herbench:FOM_378,herbench,plain_dpp_8,"[0, 6, 20, 27, 29, 38, 42, 56]"
herbench:FOM_379862,herbench,mdp3_8,"[1, 8, 10, 17, 18, 41, 49, 63]"
herbench:FOM_379862,herbench,plain_dpp_8,"[1, 8, 10, 17, 18, 41, 49, 63]"
herbench:FOM_384513,herbench,mdp3_8,"[7, 10, 13, 15, 18, 36, 54, 63]"
herbench:FOM_384513,herbench,plain_dpp_8,"[1, 7, 10, 13, 15, 17, 18, 44]"
herbench:FOM_387729,herbench,mdp3_8,"[0, 14, 22, 36, 38, 46, 54, 63]"
herbench:FOM_387729,herbench,plain_dpp_8,"[3, 14, 25, 36, 38, 46, 54, 63]"
herbench:FOM_388695,herbench,mdp3_8,"[0, 5, 22, 45, 50, 52, 55, 63]"
herbench:FOM_388695,herbench,plain_dpp_8,"[22, 23, 36, 45, 50, 52, 55, 63]"
herbench:FOM_393304,herbench,mdp3_8,"[14, 19, 21, 42, 45, 58, 59, 61]"
herbench:FOM_393304,herbench,plain_dpp_8,"[0, 13, 19, 21, 42, 45, 58, 59]"
herbench:FOM_393858,herbench,mdp3_8,"[6, 10, 18, 19, 31, 35, 45, 58]"
herbench:FOM_393858,herbench,plain_dpp_8,"[2, 6, 10, 18, 31, 45, 58, 62]"
herbench:FOM_396392,herbench,mdp3_8,"[7, 10, 13, 15, 18, 36, 54, 63]"
herbench:FOM_396392,herbench,plain_dpp_8,"[1, 7, 10, 13, 15, 17, 18, 44]"
herbench:FOM_397434,herbench,mdp3_8,"[4, 10, 12, 24, 26, 31, 39, 62]"
herbench:FOM_397434,herbench,plain_dpp_8,"[1, 4, 10, 12, 24, 26, 31, 40]"
herbench:FOM_397974,herbench,mdp3_8,"[3, 15, 23, 37, 50, 51, 61, 62]"
herbench:FOM_397974,herbench,plain_dpp_8,"[3, 15, 23, 37, 47, 50, 51, 61]"
herbench:FOM_399941,herbench,mdp3_8,"[1, 3, 13, 31, 39, 45, 58, 63]"
herbench:FOM_399941,herbench,plain_dpp_8,"[0, 1, 3, 31, 39, 43, 45, 58]"
herbench:FOM_401481,herbench,mdp3_8,"[1, 3, 13, 31, 39, 45, 58, 63]"
herbench:FOM_401481,herbench,plain_dpp_8,"[0, 1, 3, 31, 39, 43, 45, 58]"
herbench:FOM_530,herbench,mdp3_8,"[3, 15, 23, 37, 50, 51, 61, 62]"
herbench:FOM_530,herbench,plain_dpp_8,"[3, 15, 23, 37, 47, 50, 51, 61]"
herbench:FOM_531,herbench,mdp3_8,"[3, 15, 23, 37, 50, 51, 61, 62]"
herbench:FOM_531,herbench,plain_dpp_8,"[3, 15, 23, 37, 47, 50, 51, 61]"
herbench:FOM_538,herbench,mdp3_8,"[3, 15, 23, 37, 50, 51, 61, 62]"
herbench:FOM_538,herbench,plain_dpp_8,"[3, 15, 23, 37, 47, 50, 51, 61]"
herbench:FOM_621,herbench,mdp3_8,"[5, 16, 18, 25, 49, 55, 59, 60]"
herbench:FOM_621,herbench,plain_dpp_8,"[5, 16, 18, 25, 37, 55, 59, 60]"
herbench:FOM_623,herbench,mdp3_8,"[5, 16, 18, 25, 49, 55, 59, 60]"
herbench:FOM_623,herbench,plain_dpp_8,"[5, 16, 18, 25, 37, 55, 59, 60]"
herbench:FOM_626,herbench,mdp3_8,"[5, 16, 18, 25, 49, 55, 59, 60]"
herbench:FOM_626,herbench,plain_dpp_8,"[5, 16, 18, 25, 37, 55, 59, 60]"
herbench:FOM_671,herbench,mdp3_8,"[9, 12, 14, 35, 36, 42, 54, 63]"
herbench:FOM_671,herbench,plain_dpp_8,"[9, 12, 14, 21, 26, 30, 35, 63]"
herbench:FOM_674,herbench,mdp3_8,"[9, 12, 14, 35, 36, 42, 54, 63]"
herbench:FOM_674,herbench,plain_dpp_8,"[9, 12, 14, 21, 26, 30, 35, 63]"
herbench:FOM_829,herbench,mdp3_8,"[0, 8, 13, 14, 24, 30, 41, 54]"
herbench:FOM_829,herbench,plain_dpp_8,"[0, 8, 13, 14, 21, 24, 30, 42]"
herbench:FOM_845,herbench,mdp3_8,"[1, 8, 11, 27, 36, 37, 60, 63]"
herbench:FOM_845,herbench,plain_dpp_8,"[1, 8, 11, 27, 30, 37, 58, 63]"
herbench:FOM_848,herbench,mdp3_8,"[1, 8, 11, 27, 36, 37, 60, 63]"
herbench:FOM_848,herbench,plain_dpp_8,"[1, 8, 11, 27, 30, 37, 58, 63]"
herbench:FOM_8982,herbench,mdp3_8,"[1, 2, 5, 45, 52, 55, 60, 63]"
herbench:FOM_8982,herbench,plain_dpp_8,"[1, 2, 5, 12, 45, 50, 52, 60]"
