item_id,source_video_id,scheme,stratum,benchmark
herbench:FOM_626,P02-20240211-141313,native,False Object Memory,herbench
herbench:AC_8882,P03-20240217-152152,native,Action Counting,herbench
herbench:FOM_353500,P06-20240511-121048,native,False Object Memory,herbench
herbench:TSO_2000,There Will Be Blood 2007 Official Trailer - Daniel Day-Lewis Paul Dano Movie HD,native,Temporal Shot Ordering,herbench
herbench:FOM_829,P03-20240217-152152,native,False Object Memory,herbench
herbench:TSO_0904,John Wick Official Trailer 1 2014 - Keanu Reeves Willem Dafoe Movie HD,native,Temporal Shot Ordering,herbench
herbench:AC_7269,P01-20240203-184214,native,Action Counting,herbench
herbench:SVA_2458,Marvel Studios Avengers - Endgame - Official Trailer,native,Scene Verification & Arrangement,herbench
herbench:SVA_0589,Anchorman - The Legend of Ron Burgundy - Trailer,native,Scene Verification & Arrangement,herbench
herbench:SVA_0548,Anchorman - The Legend of Ron Burgundy - Trailer,native,Scene Verification & Arrangement,herbench
herbench:FAM_391574,P03-20240216-084005,native,False Action Memory,herbench
herbench:ASII_2787,P02-20240211-104948,native,Action Sequence Integrity Identification,herbench
herbench:ASII_12178,P07-20240529-191007,native,Action Sequence Integrity Identification,herbench
herbench:ASII_19232,P04-20240414-162242,native,Action Sequence Integrity Identification,herbench
herbench:TSO_2032,Titanic TBT Trailer 20th Century FOX,native,Temporal Shot Ordering,herbench
herbench:ASII_12578,P09-20240623-153253,native,Action Sequence Integrity Identification,herbench
herbench:SVA_3185,Se7en 1995 Official Trailer - Brad Pitt Morgan Freeman Movie HD,native,Scene Verification & Arrangement,herbench
herbench:AC_8472,P01-20240204-120411,native,Action Counting,herbench
herbench:ASII_17250,P04-20240414-162242,native,Action Sequence Integrity Identification,herbench
herbench:SVA_2169,John Wick Official Trailer 1 2014 - Keanu Reeves Willem Dafoe Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_4264,The Longest Ride Official Trailer HD 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:AC_8800,P03-20240216-084005,native,Action Counting,herbench
herbench:TSO_0927,Jurassic Park Trailer,native,Temporal Shot Ordering,herbench
herbench:FAM_242612,P06-20240510-100047,native,False Action Memory,herbench
herbench:FAM_415572,P04-20240414-162242,native,False Action Memory,herbench
herbench:TSO_1337,Se7en 1995 Official Trailer - Brad Pitt Morgan Freeman Movie HD,native,Temporal Shot Ordering,herbench
herbench:SVA_4884,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:FAM_430560,P01-20240204-152537,native,False Action Memory,herbench
herbench:TSO_0865,Into the Wild 2007 Trailer 1 Movieclips Classic Trailers,native,Temporal Shot Ordering,herbench
herbench:ASII_17810,P05-20240427-150402,native,Action Sequence Integrity Identification,herbench
herbench:FAM_170582,P03-20240217-152152,native,False Action Memory,herbench
herbench:SVA_4882,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:ASII_5001,P01-20240202-161354,native,Action Sequence Integrity Identification,herbench
herbench:TSO_1424,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Temporal Shot Ordering,herbench
herbench:TSO_2013,There Will Be Blood 2007 Official Trailer - Daniel Day-Lewis Paul Dano Movie HD,native,Temporal Shot Ordering,herbench
herbench:SVA_3820,Thank You for Your Service Trailer 1 2017 Movieclips Trailers,native,Scene Verification & Arrangement,herbench
herbench:AC_8795,P03-20240216-084005,native,Action Counting,herbench
herbench:TSO_0248,Anchorman - The Legend of Ron Burgundy - Trailer,native,Temporal Shot Ordering,herbench
herbench:TSO_0195,A Quiet Place 2018 - Official Trailer - Paramount Pictures,native,Temporal Shot Ordering,herbench
herbench:SVA_4970,Toy Story 3 Official Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_259,P01-20240203-184214,native,False Object Memory,herbench
herbench:FAM_436549,P03-20240216-084005,native,False Action Memory,herbench
herbench:TSO_0694,Groundhog Day Trailer HD,native,Temporal Shot Ordering,herbench
herbench:FAM_218603,P02-20240211-100250,native,False Action Memory,herbench
herbench:ASII_9986,P01-20240204-120411,native,Action Sequence Integrity Identification,herbench
herbench:AC_9031,P04-20240415-175615,native,Action Counting,herbench
herbench:SVA_3238,Se7en 1995 Official Trailer - Brad Pitt Morgan Freeman Movie HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_328741,P04-20240414-064514,native,False Object Memory,herbench
herbench:AC_8991,P01-20240203-184214,native,Action Counting,herbench
herbench:FAM_408050,P04-20240415-175615,native,False Action Memory,herbench
herbench:FOM_26,P01-20240202-161354,native,False Object Memory,herbench
herbench:FOM_364360,P09-20240623-153253,native,False Object Memory,herbench
herbench:AC_8701,P09-20240622-162302,native,Action Counting,herbench
herbench:TSO_2125,Werner Herzog Reads Curious George,native,Temporal Shot Ordering,herbench
herbench:TSO_0692,Groundhog Day Trailer HD,native,Temporal Shot Ordering,herbench
herbench:ASII_14392,P02-20240211-100250,native,Action Sequence Integrity Identification,herbench
herbench:TSO_1404,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Temporal Shot Ordering,herbench
herbench:SVA_4915,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:AC_9028,P07-20240529-102652,native,Action Counting,herbench
herbench:SVA_0562,Anchorman - The Legend of Ron Burgundy - Trailer,native,Scene Verification & Arrangement,herbench
herbench:TSO_0589,Furious 7 - Official Trailer HD,native,Temporal Shot Ordering,herbench
herbench:AC_8729,P04-20240415-175615,native,Action Counting,herbench
herbench:SVA_1674,Groundhog Day Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_359402,P07-20240529-194518,native,False Object Memory,herbench
herbench:TSO_1332,Se7en 1995 Official Trailer - Brad Pitt Morgan Freeman Movie HD,native,Temporal Shot Ordering,herbench
herbench:FOM_387729,P07-20240530-102543,native,False Object Memory,herbench
herbench:FOM_1888,P07-20240530-102543,native,False Object Memory,herbench
herbench:SVA_2432,Marvel Studios Avengers - Endgame - Official Trailer,native,Scene Verification & Arrangement,herbench
herbench:SVA_2049,Into the Wild 2007 Trailer 1 Movieclips Classic Trailers,native,Scene Verification & Arrangement,herbench
herbench:SVA_1639,Groundhog Day Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:ASII_18054,P06-20240511-121048,native,Action Sequence Integrity Identification,herbench
herbench:FOM_362056,P07-20240531-201703,native,False Object Memory,herbench
herbench:TSO_2140,Werner Herzog Reads Curious George,native,Temporal Shot Ordering,herbench
herbench:AC_8658,P01-20240203-121517,native,Action Counting,herbench
herbench:TSO_0242,Anchorman - The Legend of Ron Burgundy - Trailer,native,Temporal Shot Ordering,herbench
herbench:SVA_1389,Furious 7 - Official Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:FAM_265,P01-20240203-184214,native,False Action Memory,herbench
herbench:SVA_4849,There Will Be Blood 2007 Official Trailer - Daniel Day-Lewis Paul Dano Movie HD,native,Scene Verification & Arrangement,herbench
herbench:TSO_0698,Groundhog Day Trailer HD,native,Temporal Shot Ordering,herbench
herbench:ASII_18959,P05-20240427-150402,native,Action Sequence Integrity Identification,herbench
herbench:ASII_2812,P02-20240211-141313,native,Action Sequence Integrity Identification,herbench
herbench:TSO_0588,Furious 7 - Official Trailer HD,native,Temporal Shot Ordering,herbench
herbench:SVA_3789,Thank You for Your Service Trailer 1 2017 Movieclips Trailers,native,Scene Verification & Arrangement,herbench
herbench:FAM_352862,P09-20240623-153253,native,False Action Memory,herbench
herbench:TSO_1900,The Secret Life of Walter Mitty Official Trailer 1 2013 - Ben Stiller Movie HD,native,Temporal Shot Ordering,herbench
herbench:AC_8596,P09-20240624-160737,native,Action Counting,herbench
herbench:AC_3484,P01-20240202-161354,native,Action Counting,herbench
herbench:ASII_13295,P05-20240425-083515,native,Action Sequence Integrity Identification,herbench
herbench:FAM_366874,P01-20240202-161354,native,False Action Memory,herbench
herbench:FOM_324787,P04-20240414-162242,native,False Object Memory,herbench
herbench:SVA_0558,Anchorman - The Legend of Ron Burgundy - Trailer,native,Scene Verification & Arrangement,herbench
herbench:ASII_9646,P01-20240203-184214,native,Action Sequence Integrity Identification,herbench
herbench:TSO_0186,A Quiet Place 2018 - Official Trailer - Paramount Pictures,native,Temporal Shot Ordering,herbench
herbench:FOM_396392,P01-20240204-142301,native,False Object Memory,herbench
herbench:SVA_0429,A Quiet Place 2018 - Official Trailer - Paramount Pictures,native,Scene Verification & Arrangement,herbench
herbench:FAM_360854,P04-20240414-064514,native,False Action Memory,herbench
herbench:ASII_5055,P09-20240623-153253,native,Action Sequence Integrity Identification,herbench
herbench:SVA_2206,John Wick Official Trailer 1 2014 - Keanu Reeves Willem Dafoe Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_4887,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:ASII_12941,P03-20240216-084005,native,Action Sequence Integrity Identification,herbench
herbench:TSO_1797,The Longest Ride Official Trailer HD 20th Century FOX,native,Temporal Shot Ordering,herbench
herbench:TSO_0235,Anchorman - The Legend of Ron Burgundy - Trailer,native,Temporal Shot Ordering,herbench
herbench:ASII_19219,P09-20240624-160737,native,Action Sequence Integrity Identification,herbench
herbench:SVA_3366,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_671,P03-20240216-084005,native,False Object Memory,herbench
herbench:FAM_436547,P02-20240211-141313,native,False Action Memory,herbench
herbench:ASII_11121,P04-20240414-064514,native,Action Sequence Integrity Identification,herbench
herbench:SVA_3792,Thank You for Your Service Trailer 1 2017 Movieclips Trailers,native,Scene Verification & Arrangement,herbench
herbench:TSO_1902,The Secret Life of Walter Mitty Official Trailer 1 2013 - Ben Stiller Movie HD,native,Temporal Shot Ordering,herbench
herbench:FAM_205601,P09-20240623-153253,native,False Action Memory,herbench
herbench:FOM_288,P01-20240204-120411,native,False Object Memory,herbench
herbench:SVA_2502,Marvel s Guardians of the Galaxy - Trailer 1 OFFICIAL,native,Scene Verification & Arrangement,herbench
herbench:TSO_1915,The Secret Life of Walter Mitty Official Trailer 1 2013 - Ben Stiller Movie HD,native,Temporal Shot Ordering,herbench
herbench:FOM_336297,P09-20240622-162302,native,False Object Memory,herbench
herbench:FAM_269610,P04-20240414-162242,native,False Action Memory,herbench
herbench:SVA_3367,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_3375,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_4583,The Secret Life of Walter Mitty Official Trailer 1 2013 - Ben Stiller Movie HD,native,Scene Verification & Arrangement,herbench
herbench:FAM_436545,P01-20240204-142301,native,False Action Memory,herbench
herbench:SVA_3372,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_4906,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:SVA_0449,A Quiet Place 2018 - Official Trailer - Paramount Pictures,native,Scene Verification & Arrangement,herbench
herbench:TSO_2043,Titanic TBT Trailer 20th Century FOX,native,Temporal Shot Ordering,herbench
herbench:FOM_375357,P01-20240204-120411,native,False Object Memory,herbench
herbench:SVA_4972,Toy Story 3 Official Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_310630,P01-20240204-120411,native,False Object Memory,herbench
herbench:ASII_15866,P07-20240529-102652,native,Action Sequence Integrity Identification,herbench
herbench:ASII_16543,P07-20240529-194518,native,Action Sequence Integrity Identification,herbench
herbench:AC_8946,P09-20240624-160737,native,Action Counting,herbench
herbench:ASII_5317,P01-20240203-184214,native,Action Sequence Integrity Identification,herbench
herbench:SVA_2050,Into the Wild 2007 Trailer 1 Movieclips Classic Trailers,native,Scene Verification & Arrangement,herbench
herbench:SVA_4588,The Secret Life of Walter Mitty Official Trailer 1 2013 - Ben Stiller Movie HD,native,Scene Verification & Arrangement,herbench
herbench:SVA_2462,Marvel s Guardians of the Galaxy - Trailer 1 OFFICIAL,native,Scene Verification & Arrangement,herbench
herbench:FAM_346701,P07-20240531-201703,native,False Action Memory,herbench
herbench:SVA_1641,Groundhog Day Trailer HD,native,Scene Verification & Arrangement,herbench
herbench:ASII_15659,P05-20240427-150402,native,Action Sequence Integrity Identification,herbench
herbench:SVA_2189,John Wick Official Trailer 1 2014 - Keanu Reeves Willem Dafoe Movie HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_344747,P04-20240415-175615,native,False Object Memory,herbench
herbench:SVA_0471,A Quiet Place 2018 - Official Trailer - Paramount Pictures,native,Scene Verification & Arrangement,herbench
herbench:FOM_241591,P04-20240414-064514,native,False Object Memory,herbench
herbench:ASII_10481,P02-20240211-141313,native,Action Sequence Integrity Identification,herbench
herbench:SVA_3186,Se7en 1995 Official Trailer - Brad Pitt Morgan Freeman Movie HD,native,Scene Verification & Arrangement,herbench
herbench:FOM_397974,P02-20240211-100250,native,False Object Memory,herbench
herbench:AC_8677,P01-20240202-161354,native,Action Counting,herbench
herbench:SVA_4283,The Longest Ride Official Trailer HD 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:ASII_17173,P03-20240217-192543,native,Action Sequence Integrity Identification,herbench
herbench:AC_7878,P01-20240204-152537,native,Action Counting,herbench
herbench:FAM_90573,P01-20240204-152537,native,False Action Memory,herbench
herbench:ASII_17279,P07-20240530-102543,native,Action Sequence Integrity Identification,herbench
herbench:SVA_5152,Werner Herzog Reads Curious George,native,Scene Verification & Arrangement,herbench
herbench:FAM_324687,P03-20240216-084005,native,False Action Memory,herbench
herbench:AC_8898,P03-20240217-152152,native,Action Counting,herbench
herbench:FOM_371411,P01-20240203-184214,native,False Object Memory,herbench
herbench:TSO_1784,The Longest Ride Official Trailer HD 20th Century FOX,native,Temporal Shot Ordering,herbench
herbench:ASII_6042,P02-20240211-141313,native,Action Sequence Integrity Identification,herbench
herbench:ASII_18756,P07-20240531-201703,native,Action Sequence Integrity Identification,herbench
herbench:ASII_3296,P04-20240415-175615,native,Action Sequence Integrity Identification,herbench
herbench:FAM_403440,P01-20240203-130505,native,False Action Memory,herbench
herbench:TSO_2068,Toy Story 3 Official Trailer HD,native,Temporal Shot Ordering,herbench
herbench:TSO_1798,The Longest Ride Official Trailer HD 20th Century FOX,native,Temporal Shot Ordering,herbench
herbench:FOM_848,P03-20240217-192543,native,False Object Memory,herbench
herbench:FAM_306677,P02-20240211-104948,native,False Action Memory,herbench
herbench:TSO_2050,Toy Story 3 Official Trailer HD,native,Temporal Shot Ordering,herbench
herbench:AC_8562,P06-20240510-121619,native,Action Counting,herbench
herbench:FAM_436548,P02-20240211-141313,native,False Action Memory,herbench
herbench:TSO_2067,Toy Story 3 Official Trailer HD,native,Temporal Shot Ordering,herbench
herbench:ASII_7413,P04-20240415-175615,native,Action Sequence Integrity Identification,herbench
herbench:ASII_11213,P05-20240425-083515,native,Action Sequence Integrity Identification,herbench
herbench:FOM_373503,P07-20240529-194518,native,False Object Memory,herbench
herbench:SVA_2191,John Wick Official Trailer 1 2014 - Keanu Reeves Willem Dafoe Movie HD,native,Scene Verification & Arrangement,herbench
herbench:AC_276,P01-20240204-120411,native,Action Counting,herbench
herbench:FOM_1430,P05-20240425-083515,native,False Object Memory,herbench
herbench:TSO_2004,There Will Be Blood 2007 Official Trailer - Daniel Day-Lewis Paul Dano Movie HD,native,Temporal Shot Ordering,herbench
herbench:FAM_307682,P03-20240217-152152,native,False Action Memory,herbench
herbench:FOM_531,P02-20240211-100250,native,False Object Memory,herbench
herbench:SVA_3364,Singin in the Rain 1952 Official Trailer - Gene Kelly Debbie Reynolds Movie HD,native,Scene Verification & Arrangement,herbench
herbench:ASII_16228,P06-20240510-100047,native,Action Sequence Integrity Identification,herbench
herbench:SVA_4866,Titanic TBT Trailer 20th Century FOX,native,Scene Verification & Arrangement,herbench
herbench:TSO_1039,Marvel s Guardians of the Galaxy - Trailer 1 OFFICIAL,native,Temporal Shot Ordering,herbench
herbench:SVA_4300,The Longest Ride Official Trailer HD 20th Century FOX,native,Scene Verification & Arrangement,herbench
lvbench:47,Za2Z_JRxCuk,tag_present,temporal grounding,lvbench
lvbench:47,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:4215,Z86xysw5Ncc,tag_present,event understanding,lvbench
lvbench:4215,Z86xysw5Ncc,tag_present,key information retrieval,lvbench
lvbench:2376,xECIRjlxM3U,tag_present,event understanding,lvbench
lvbench:2376,xECIRjlxM3U,tag_present,entity recognition,lvbench
lvbench:4119,rp4NKWb7dXk,tag_present,event understanding,lvbench
lvbench:3108,2zkJFv-ro4A,tag_present,entity recognition,lvbench
lvbench:4461,CgvJqGxzRfE,tag_present,entity recognition,lvbench
lvbench:1845,7HjNIPIgUg4,tag_present,event understanding,lvbench
lvbench:4852,NzCO0G8AGLU,tag_present,temporal grounding,lvbench
lvbench:4852,NzCO0G8AGLU,tag_present,event understanding,lvbench
lvbench:1750,-WnyRMZqV1U,tag_present,summarization,lvbench
lvbench:2119,FaV0tIaWWEg,tag_present,key information retrieval,lvbench
lvbench:749,pXD3txG2bVQ,tag_present,event understanding,lvbench
lvbench:3789,T1yhBv1ytzw,tag_present,temporal grounding,lvbench
lvbench:3789,T1yhBv1ytzw,tag_present,event understanding,lvbench
lvbench:1364,uW9mcG0rdLY,tag_present,entity recognition,lvbench
lvbench:1364,uW9mcG0rdLY,tag_present,key information retrieval,lvbench
lvbench:1621,vaL_vSdZKZo,tag_present,key information retrieval,lvbench
lvbench:2157,rk24OUu_kJQ,tag_present,entity recognition,lvbench
lvbench:4957,W-BnDvXXfOs,tag_present,key information retrieval,lvbench
lvbench:627,QgWRyDV9Ozs,tag_present,entity recognition,lvbench
lvbench:2286,idZkam9zqAs,tag_present,event understanding,lvbench
lvbench:1129,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:1689,t-RtDI2RWQs,tag_present,temporal grounding,lvbench
lvbench:1689,t-RtDI2RWQs,tag_present,event understanding,lvbench
lvbench:4152,Aiem1w_TvaA,tag_present,temporal grounding,lvbench
lvbench:4152,Aiem1w_TvaA,tag_present,reasoning,lvbench
lvbench:218,28CIeC8cZks,tag_present,entity recognition,lvbench
lvbench:4222,hjoDzK0siaM,tag_present,key information retrieval,lvbench
lvbench:5004,4LA_tH-VSnQ,tag_present,entity recognition,lvbench
lvbench:3378,3_upA09AntU,tag_present,temporal grounding,lvbench
lvbench:3378,3_upA09AntU,tag_present,entity recognition,lvbench
lvbench:4704,vZV2WCKMsKs,tag_present,event understanding,lvbench
lvbench:4704,vZV2WCKMsKs,tag_present,key information retrieval,lvbench
lvbench:4500,EwskdNETNx8,tag_present,key information retrieval,lvbench
lvbench:2977,JPPMz8fEml0,tag_present,key information retrieval,lvbench
lvbench:2736,USfvmoalqsw,tag_present,temporal grounding,lvbench
lvbench:2736,USfvmoalqsw,tag_present,event understanding,lvbench
lvbench:1589,ihfjEFGdZdc,tag_present,entity recognition,lvbench
lvbench:1589,ihfjEFGdZdc,tag_present,key information retrieval,lvbench
lvbench:1246,aJI8XTa_DII,tag_present,event understanding,lvbench
lvbench:1246,aJI8XTa_DII,tag_present,entity recognition,lvbench
lvbench:3927,Hf-n1yfd8II,tag_present,entity recognition,lvbench
lvbench:353,gXnhqF0TqqI,tag_present,event understanding,lvbench
lvbench:903,5dZ_lvDgevk,tag_present,reasoning,lvbench
lvbench:2822,Mcggugol2ts,tag_present,entity recognition,lvbench
lvbench:5180,20lTg3yUrO4,tag_present,event understanding,lvbench
lvbench:5180,20lTg3yUrO4,tag_present,entity recognition,lvbench
lvbench:5173,20lTg3yUrO4,tag_present,event understanding,lvbench
lvbench:1360,uW9mcG0rdLY,tag_present,reasoning,lvbench
lvbench:1360,uW9mcG0rdLY,tag_present,entity recognition,lvbench
lvbench:1572,IsdbCjlZ5cQ,tag_present,temporal grounding,lvbench
lvbench:1572,IsdbCjlZ5cQ,tag_present,summarization,lvbench
lvbench:2174,rk24OUu_kJQ,tag_present,entity recognition,lvbench
lvbench:2174,rk24OUu_kJQ,tag_present,key information retrieval,lvbench
lvbench:2574,-hgaSElC3wU,tag_present,event understanding,lvbench
lvbench:2574,-hgaSElC3wU,tag_present,entity recognition,lvbench
lvbench:38,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:38,Za2Z_JRxCuk,tag_present,entity recognition,lvbench
lvbench:808,XNtNNplAwiI,tag_present,event understanding,lvbench
lvbench:3369,O14bbpvy2x0,tag_present,temporal grounding,lvbench
lvbench:3369,O14bbpvy2x0,tag_present,event understanding,lvbench
lvbench:2828,Mcggugol2ts,tag_present,event understanding,lvbench
lvbench:2828,Mcggugol2ts,tag_present,entity recognition,lvbench
lvbench:3934,Hf-n1yfd8II,tag_present,temporal grounding,lvbench
lvbench:3934,Hf-n1yfd8II,tag_present,entity recognition,lvbench
lvbench:2370,xECIRjlxM3U,tag_present,entity recognition,lvbench
lvbench:1098,EpMLAQbSYAw,tag_present,entity recognition,lvbench
lvbench:3533,oZEVgDXJwCc,tag_present,temporal grounding,lvbench
lvbench:3533,oZEVgDXJwCc,tag_present,key information retrieval,lvbench
lvbench:1115,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:553,81SbCR6p3Z0,tag_present,temporal grounding,lvbench
lvbench:553,81SbCR6p3Z0,tag_present,entity recognition,lvbench
lvbench:3371,3_upA09AntU,tag_present,entity recognition,lvbench
lvbench:4343,9-gOCOu_KGU,tag_present,event understanding,lvbench
lvbench:4343,9-gOCOu_KGU,tag_present,key information retrieval,lvbench
lvbench:2754,evYm0cELO3I,tag_present,temporal grounding,lvbench
lvbench:2754,evYm0cELO3I,tag_present,entity recognition,lvbench
lvbench:2459,QWXlvx1GoTY,tag_present,event understanding,lvbench
lvbench:4966,W-BnDvXXfOs,tag_present,entity recognition,lvbench
lvbench:2501,QB7FoIpx8os,tag_present,event understanding,lvbench
lvbench:4010,JlrzSvCsIjE,tag_present,summarization,lvbench
lvbench:5049,Vk_Af0htZGU,tag_present,temporal grounding,lvbench
lvbench:5049,Vk_Af0htZGU,tag_present,entity recognition,lvbench
lvbench:2899,RCAqKnvu_P0,tag_present,key information retrieval,lvbench
lvbench:2984,JPPMz8fEml0,tag_present,event understanding,lvbench
lvbench:2984,JPPMz8fEml0,tag_present,entity recognition,lvbench
lvbench:3025,iA_69g87Ilw,tag_present,entity recognition,lvbench
lvbench:771,RjDrZkBwzho,tag_present,reasoning,lvbench
lvbench:771,RjDrZkBwzho,tag_present,event understanding,lvbench
lvbench:4108,rp4NKWb7dXk,tag_present,event understanding,lvbench
lvbench:783,RjDrZkBwzho,tag_present,event understanding,lvbench
lvbench:1123,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:1123,Z4HGQL_McDQ,tag_present,entity recognition,lvbench
lvbench:3924,Hf-n1yfd8II,tag_present,event understanding,lvbench
lvbench:1420,TZ0j6kr4ZJ0,tag_present,reasoning,lvbench
lvbench:1420,TZ0j6kr4ZJ0,tag_present,entity recognition,lvbench
lvbench:3222,LLSJrEgOOtw,tag_present,entity recognition,lvbench
lvbench:1240,aJI8XTa_DII,tag_present,entity recognition,lvbench
lvbench:1687,t-RtDI2RWQs,tag_present,reasoning,lvbench
lvbench:1687,t-RtDI2RWQs,tag_present,event understanding,lvbench
lvbench:3630,rSE2YPcv89U,tag_present,summarization,lvbench
lvbench:1934,lDlA7cfNk8A,tag_present,entity recognition,lvbench
lvbench:2771,evYm0cELO3I,tag_present,event understanding,lvbench
lvbench:4495,EwskdNETNx8,tag_present,entity recognition,lvbench
lvbench:2076,f8DKD78BrQA,tag_present,reasoning,lvbench
lvbench:2076,f8DKD78BrQA,tag_present,key information retrieval,lvbench
lvbench:202,28CIeC8cZks,tag_present,entity recognition,lvbench
lvbench:46,Za2Z_JRxCuk,tag_present,reasoning,lvbench
lvbench:46,Za2Z_JRxCuk,tag_present,event understanding,lvbench
lvbench:2580,-hgaSElC3wU,tag_present,event understanding,lvbench
lvbench:2580,-hgaSElC3wU,tag_present,key information retrieval,lvbench
lvbench:3449,gbDR39yIs3Y,tag_present,key information retrieval,lvbench
lvbench:1348,uW9mcG0rdLY,tag_present,reasoning,lvbench
lvbench:1348,uW9mcG0rdLY,tag_present,event understanding,lvbench
lvbench:1348,uW9mcG0rdLY,tag_present,entity recognition,lvbench
lvbench:979,GcRKREorGSc,tag_present,reasoning,lvbench
lvbench:5054,Vk_Af0htZGU,tag_present,event understanding,lvbench
lvbench:15,qAIRFyR6NyQ,tag_present,key information retrieval,lvbench
lvbench:1958,8QdE--Y-x7U,tag_present,event understanding,lvbench
lvbench:1436,TZ0j6kr4ZJ0,tag_present,key information retrieval,lvbench
lvbench:3390,3_upA09AntU,tag_present,reasoning,lvbench
lvbench:303,qYMnM5blZIE,tag_present,entity recognition,lvbench
lvbench:2652,hROKtPqktO8,tag_present,event understanding,lvbench
lvbench:1853,8NHmfpkxTSw,tag_present,entity recognition,lvbench
lvbench:2596,KbahC-QCKU8,tag_present,event understanding,lvbench
lvbench:991,GcRKREorGSc,tag_present,event understanding,lvbench
lvbench:991,GcRKREorGSc,tag_present,entity recognition,lvbench
lvbench:2675,tH_5YbklevQ,tag_present,reasoning,lvbench
lvbench:1323,wNCPgIVz15c,tag_present,entity recognition,lvbench
lvbench:288,qYMnM5blZIE,tag_present,event understanding,lvbench
lvbench:288,qYMnM5blZIE,tag_present,entity recognition,lvbench
lvbench:1745,-WnyRMZqV1U,tag_present,reasoning,lvbench
lvbench:1745,-WnyRMZqV1U,tag_present,event understanding,lvbench
lvbench:1745,-WnyRMZqV1U,tag_present,entity recognition,lvbench
lvbench:2909,RCAqKnvu_P0,tag_present,entity recognition,lvbench
lvbench:5162,20lTg3yUrO4,tag_present,key information retrieval,lvbench
lvbench:3124,2zkJFv-ro4A,tag_present,event understanding,lvbench
lvbench:3124,2zkJFv-ro4A,tag_present,entity recognition,lvbench
lvbench:3798,T1yhBv1ytzw,tag_present,temporal grounding,lvbench
lvbench:3798,T1yhBv1ytzw,tag_present,event understanding,lvbench
lvbench:2912,RCAqKnvu_P0,tag_present,reasoning,lvbench
lvbench:2912,RCAqKnvu_P0,tag_present,key information retrieval,lvbench
lvbench:3317,Va_9Q6ekm60,tag_present,event understanding,lvbench
lvbench:3919,Hf-n1yfd8II,tag_present,event understanding,lvbench
lvbench:3088,wgBlACG927Y,tag_present,event understanding,lvbench
lvbench:3088,wgBlACG927Y,tag_present,entity recognition,lvbench
lvbench:3088,wgBlACG927Y,tag_present,key information retrieval,lvbench
lvbench:1102,EpMLAQbSYAw,tag_present,entity recognition,lvbench
lvbench:1904,YlQugR7KSKg,tag_present,entity recognition,lvbench
lvbench:4703,vZV2WCKMsKs,tag_present,entity recognition,lvbench
lvbench:2824,Mcggugol2ts,tag_present,event understanding,lvbench
lvbench:2824,Mcggugol2ts,tag_present,key information retrieval,lvbench
lvbench:851,TiQBTesZUJQ,tag_present,temporal grounding,lvbench
lvbench:851,TiQBTesZUJQ,tag_present,event understanding,lvbench
lvbench:3189,uusf1qG_uZ4,tag_present,reasoning,lvbench
lvbench:3189,uusf1qG_uZ4,tag_present,entity recognition,lvbench
lvbench:628,QgWRyDV9Ozs,tag_present,reasoning,lvbench
lvbench:1965,8QdE--Y-x7U,tag_present,event understanding,lvbench
lvbench:68,Cm73ma6Ibcs,tag_present,event understanding,lvbench
lvbench:499,SRq0weUKskM,tag_present,entity recognition,lvbench
lvbench:5102,pe_LddfHAUU,tag_present,reasoning,lvbench
