item_id,benchmark,condition,selected_candidate_indices
lvbench:2480,lvbench,plain_dpp_8,"[2, 8, 18, 41, 47, 48, 50, 51]"
lvbench:2483,lvbench,mdp3_8,"[1, 12, 18, 24, 38, 46, 48, 62]"
lvbench:2483,lvbench,plain_dpp_8,"[1, 12, 18, 24, 38, 46, 48, 62]"
lvbench:2487,lvbench,mdp3_8,"[10, 12, 18, 22, 25, 41, 44, 62]"
lvbench:2487,lvbench,plain_dpp_8,"[10, 12, 18, 22, 25, 38, 41, 62]"
lvbench:2501,lvbench,mdp3_8,"[0, 1, 14, 16, 19, 32, 47, 48]"
lvbench:2501,lvbench,plain_dpp_8,"[0, 1, 14, 16, 19, 32, 47, 48]"
lvbench:2502,lvbench,mdp3_8,"[8, 12, 18, 29, 44, 46, 48, 50]"
lvbench:2502,lvbench,plain_dpp_8,"[8, 12, 18, 42, 44, 46, 48, 50]"
lvbench:252,lvbench,mdp3_8,"[0, 14, 17, 32, 39, 43, 50, 63]"
lvbench:252,lvbench,plain_dpp_8,"[14, 17, 32, 39, 43, 48, 50, 63]"
lvbench:254,lvbench,mdp3_8,"[3, 8, 15, 30, 33, 39, 51, 60]"
lvbench:254,lvbench,plain_dpp_8,"[4, 6, 8, 15, 30, 33, 39, 43]"
lvbench:255,lvbench,mdp3_8,"[3, 8, 10, 12, 28, 33, 37, 44]"
lvbench:255,lvbench,plain_dpp_8,"[3, 5, 8, 10, 12, 28, 37, 44]"
lvbench:2568,lvbench,mdp3_8,"[3, 4, 5, 8, 22, 31, 48, 63]"
lvbench:2568,lvbench,plain_dpp_8,"[3, 4, 5, 8, 22, 31, 48, 63]"
lvbench:2573,lvbench,mdp3_8,"[4, 5, 18, 20, 24, 31, 59, 63]"
lvbench:2573,lvbench,plain_dpp_8,"[3, 4, 5, 13, 18, 24, 43, 63]"
lvbench:2574,lvbench,mdp3_8,"[2, 3, 4, 5, 13, 24, 32, 63]"
lvbench:2574,lvbench,plain_dpp_8,"[2, 3, 4, 5, 18, 32, 37, 63]"
lvbench:2580,lvbench,mdp3_8,"[0, 4, 5, 8, 53, 56, 62, 63]"
lvbench:2580,lvbench,plain_dpp_8,"[0, 3, 4, 5, 34, 56, 62, 63]"
lvbench:2584,lvbench,mdp3_8,"[3, 6, 21, 23, 35, 36, 57, 63]"
lvbench:2584,lvbench,plain_dpp_8,"[3, 6, 21, 23, 31, 35, 57, 63]"
lvbench:2596,lvbench,mdp3_8,"[3, 6, 29, 31, 33, 34, 57, 61]"
lvbench:2596,lvbench,plain_dpp_8,"[3, 6, 16, 31, 33, 34, 57, 61]"
lvbench:2597,lvbench,mdp3_8,"[4, 6, 16, 31, 33, 34, 48, 57]"
lvbench:2597,lvbench,plain_dpp_8,"[3, 4, 6, 16, 31, 33, 34, 57]"
lvbench:2599,lvbench,mdp3_8,"[9, 16, 21, 38, 39, 43, 47, 63]"
lvbench:2599,lvbench,plain_dpp_8,"[6, 7, 16, 21, 38, 39, 43, 63]"
lvbench:26,lvbench,mdp3_8,"[0, 12, 16, 24, 41, 45, 62, 63]"
lvbench:26,lvbench,plain_dpp_8,"[0, 3, 24, 45, 48, 51, 62, 63]"
lvbench:2601,lvbench,mdp3_8,"[1, 3, 6, 16, 36, 39, 43, 63]"
lvbench:2601,lvbench,plain_dpp_8,"[1, 3, 6, 16, 36, 39, 43, 63]"
lvbench:2651,lvbench,mdp3_8,"[9, 11, 15, 25, 32, 33, 37, 42]"
lvbench:2651,lvbench,plain_dpp_8,"[9, 11, 15, 25, 26, 32, 33, 37]"
lvbench:2652,lvbench,mdp3_8,"[17, 29, 30, 32, 37, 38, 39, 52]"
lvbench:2652,lvbench,plain_dpp_8,"[17, 29, 30, 32, 37, 38, 39, 52]"
lvbench:2665,lvbench,mdp3_8,"[2, 3, 5, 6, 7, 9, 32, 58]"
lvbench:2665,lvbench,plain_dpp_8,"[2, 3, 5, 6, 7, 9, 29, 58]"
lvbench:2672,lvbench,mdp3_8,"[12, 14, 23, 24, 34, 39, 41, 57]"
lvbench:2672,lvbench,plain_dpp_8,"[12, 14, 21, 34, 39, 40, 41, 54]"
lvbench:2675,lvbench,mdp3_8,"[2, 3, 11, 23, 26, 29, 43, 54]"
lvbench:2675,lvbench,plain_dpp_8,"[2, 3, 11, 20, 23, 26, 29, 54]"
lvbench:2682,lvbench,mdp3_8,"[1, 3, 13, 19, 36, 38, 40, 41]"
lvbench:2682,lvbench,plain_dpp_8,"[1, 3, 13, 16, 19, 30, 38, 40]"
lvbench:2689,lvbench,mdp3_8,"[14, 19, 23, 29, 39, 50, 54, 55]"
lvbench:2689,lvbench,plain_dpp_8,"[14, 19, 23, 29, 39, 53, 54, 56]"
lvbench:2728,lvbench,mdp3_8,"[1, 4, 16, 18, 22, 23, 38, 53]"
lvbench:2728,lvbench,plain_dpp_8,"[1, 4, 16, 18, 21, 22, 23, 38]"
lvbench:2729,lvbench,mdp3_8,"[1, 10, 18, 21, 23, 30, 44, 62]"
lvbench:2729,lvbench,plain_dpp_8,"[1, 10, 18, 21, 23, 30, 44, 62]"
lvbench:2736,lvbench,mdp3_8,"[1, 4, 7, 13, 30, 38, 44, 63]"
lvbench:2736,lvbench,plain_dpp_8,"[0, 1, 4, 7, 13, 38, 57, 63]"
lvbench:274,lvbench,mdp3_8,"[10, 15, 24, 29, 37, 51, 59, 60]"
lvbench:274,lvbench,plain_dpp_8,"[10, 15, 29, 37, 39, 51, 59, 60]"
lvbench:2750,lvbench,mdp3_8,"[0, 1, 4, 23, 25, 38, 55, 58]"
lvbench:2750,lvbench,plain_dpp_8,"[0, 1, 4, 22, 23, 25, 55, 58]"
lvbench:2753,lvbench,mdp3_8,"[2, 8, 13, 14, 16, 25, 33, 43]"
lvbench:2753,lvbench,plain_dpp_8,"[2, 8, 13, 14, 16, 20, 25, 43]"
lvbench:2754,lvbench,mdp3_8,"[1, 3, 9, 21, 38, 40, 52, 57]"
lvbench:2754,lvbench,plain_dpp_8,"[1, 3, 8, 9, 21, 40, 52, 63]"
lvbench:2763,lvbench,mdp3_8,"[1, 3, 5, 8, 20, 25, 48, 60]"
lvbench:2763,lvbench,plain_dpp_8,"[1, 3, 5, 8, 20, 25, 48, 60]"
lvbench:2767,lvbench,mdp3_8,"[1, 3, 13, 18, 25, 44, 48, 60]"
lvbench:2767,lvbench,plain_dpp_8,"[1, 3, 13, 18, 25, 44, 48, 60]"
lvbench:277,lvbench,mdp3_8,"[3, 8, 10, 33, 37, 39, 43, 44]"
lvbench:277,lvbench,plain_dpp_8,"[3, 10, 14, 33, 37, 39, 43, 58]"
lvbench:2771,lvbench,mdp3_8,"[1, 10, 12, 39, 40, 47, 50, 59]"
lvbench:2771,lvbench,plain_dpp_8,"[1, 10, 12, 25, 39, 47, 50, 59]"
lvbench:2779,lvbench,mdp3_8,"[1, 2, 3, 8, 12, 25, 50, 60]"
lvbench:2779,lvbench,plain_dpp_8,"[1, 2, 3, 6, 8, 12, 25, 60]"
lvbench:278,lvbench,mdp3_8,"[4, 8, 15, 29, 33, 37, 42, 61]"
lvbench:278,lvbench,plain_dpp_8,"[4, 15, 29, 32, 33, 37, 42, 61]"
lvbench:2783,lvbench,mdp3_8,"[5, 25, 29, 32, 34, 43, 46, 47]"
lvbench:2783,lvbench,plain_dpp_8,"[3, 5, 23, 25, 29, 34, 43, 47]"
lvbench:2790,lvbench,mdp3_8,"[3, 13, 21, 30, 36, 48, 49, 51]"
lvbench:2790,lvbench,plain_dpp_8,"[3, 13, 21, 36, 38, 48, 49, 51]"
lvbench:2795,lvbench,mdp3_8,"[3, 6, 11, 13, 32, 41, 47, 60]"
lvbench:2795,lvbench,plain_dpp_8,"[3, 11, 32, 39, 41, 47, 49, 60]"
lvbench:2804,lvbench,mdp3_8,"[5, 11, 25, 29, 31, 41, 43, 46]"
lvbench:2804,lvbench,plain_dpp_8,"[1, 5, 23, 29, 31, 41, 43, 46]"
lvbench:2805,lvbench,mdp3_8,"[15, 17, 23, 25, 31, 32, 35, 46]"
lvbench:2805,lvbench,plain_dpp_8,"[15, 17, 23, 25, 31, 32, 35, 46]"
lvbench:2807,lvbench,mdp3_8,"[3, 6, 17, 25, 46, 47, 54, 57]"
lvbench:2807,lvbench,plain_dpp_8,"[3, 17, 25, 41, 46, 47, 54, 57]"
lvbench:2809,lvbench,mdp3_8,"[3, 15, 25, 31, 34, 41, 46, 47]"
lvbench:2809,lvbench,plain_dpp_8,"[3, 15, 25, 31, 34, 41, 46, 47]"
lvbench:2815,lvbench,mdp3_8,"[4, 5, 7, 9, 10, 32, 35, 52]"
lvbench:2815,lvbench,plain_dpp_8,"[2, 4, 5, 7, 9, 10, 12, 32]"
lvbench:2819,lvbench,mdp3_8,"[10, 11, 27, 29, 30, 35, 37, 62]"
lvbench:2819,lvbench,plain_dpp_8,"[10, 14, 27, 30, 32, 41, 60, 62]"
lvbench:2822,lvbench,mdp3_8,"[5, 23, 24, 27, 40, 53, 54, 59]"
lvbench:2822,lvbench,plain_dpp_8,"[5, 23, 24, 27, 40, 53, 54, 59]"
lvbench:2824,lvbench,mdp3_8,"[6, 10, 26, 28, 35, 44, 47, 58]"
lvbench:2824,lvbench,plain_dpp_8,"[6, 10, 26, 28, 31, 44, 47, 51]"
lvbench:2828,lvbench,mdp3_8,"[6, 18, 19, 31, 35, 40, 47, 49]"
lvbench:2828,lvbench,plain_dpp_8,"[6, 18, 31, 40, 44, 47, 49, 63]"
lvbench:2832,lvbench,mdp3_8,"[7, 10, 16, 40, 43, 48, 56, 63]"
lvbench:2832,lvbench,plain_dpp_8,"[7, 10, 16, 31, 43, 48, 56, 63]"
lvbench:2869,lvbench,mdp3_8,"[1, 8, 13, 15, 38, 44, 55, 60]"
lvbench:2869,lvbench,plain_dpp_8,"[1, 4, 13, 15, 38, 44, 55, 60]"
lvbench:288,lvbench,mdp3_8,"[21, 24, 28, 31, 32, 34, 55, 57]"
lvbench:288,lvbench,plain_dpp_8,"[21, 31, 32, 34, 35, 52, 55, 57]"
lvbench:2882,lvbench,mdp3_8,"[4, 5, 6, 13, 19, 45, 49, 57]"
lvbench:2882,lvbench,plain_dpp_8,"[4, 5, 6, 13, 19, 45, 49, 57]"
lvbench:2883,lvbench,mdp3_8,"[0, 5, 8, 15, 16, 31, 55, 56]"
lvbench:2883,lvbench,plain_dpp_8,"[0, 5, 8, 15, 16, 31, 55, 56]"
lvbench:2893,lvbench,mdp3_8,"[2, 5, 13, 24, 26, 44, 45, 57]"
lvbench:2893,lvbench,plain_dpp_8,"[2, 5, 8, 13, 24, 26, 44, 45]"
lvbench:2894,lvbench,mdp3_8,"[4, 5, 10, 31, 47, 48, 49, 55]"
lvbench:2894,lvbench,plain_dpp_8,"[4, 5, 8, 10, 31, 47, 48, 49]"
lvbench:2898,lvbench,mdp3_8,"[14, 17, 18, 25, 40, 46, 51, 60]"
lvbench:2898,lvbench,plain_dpp_8,"[14, 17, 18, 25, 40, 46, 51, 60]"
lvbench:2899,lvbench,mdp3_8,"[6, 8, 12, 23, 44, 45, 48, 63]"
lvbench:2899,lvbench,plain_dpp_8,"[2, 6, 8, 12, 23, 24, 26, 45]"
lvbench:2900,lvbench,mdp3_8,"[2, 6, 8, 10, 44, 58, 59, 63]"
lvbench:2900,lvbench,plain_dpp_8,"[2, 6, 8, 10, 53, 58, 59, 63]"
lvbench:2909,lvbench,mdp3_8,"[8, 11, 12, 14, 23, 45, 49, 57]"
lvbench:2909,lvbench,plain_dpp_8,"[8, 11, 12, 14, 17, 23, 49, 57]"
lvbench:2912,lvbench,mdp3_8,"[9, 14, 17, 18, 25, 40, 53, 54]"
lvbench:2912,lvbench,plain_dpp_8,"[14, 15, 17, 18, 25, 40, 53, 54]"
lvbench:2913,lvbench,mdp3_8,"[11, 14, 17, 25, 51, 53, 54, 57]"
lvbench:2913,lvbench,plain_dpp_8,"[4, 11, 14, 17, 25, 53, 54, 57]"
lvbench:2915,lvbench,mdp3_8,"[11, 14, 25, 41, 53, 54, 57, 60]"
lvbench:2915,lvbench,plain_dpp_8,"[8, 11, 14, 25, 53, 54, 57, 60]"
lvbench:294,lvbench,mdp3_8,"[21, 22, 34, 44, 47, 52, 55, 57]"
lvbench:294,lvbench,plain_dpp_8,"[19, 21, 22, 34, 44, 52, 55, 57]"
lvbench:2965,lvbench,mdp3_8,"[4, 5, 7, 27, 32, 58, 60, 63]"
lvbench:2965,lvbench,plain_dpp_8,"[4, 5, 7, 27, 32, 58, 60, 63]"
lvbench:297,lvbench,mdp3_8,"[10, 11, 19, 27, 34, 35, 36, 56]"
lvbench:297,lvbench,plain_dpp_8,"[11, 19, 27, 34, 35, 36, 39, 56]"
lvbench:2977,lvbench,mdp3_8,"[10, 26, 28, 31, 42, 45, 52, 61]"
lvbench:2977,lvbench,plain_dpp_8,"[26, 28, 29, 32, 42, 50, 52, 61]"
lvbench:2984,lvbench,mdp3_8,"[0, 2, 29, 47, 51, 53, 57, 63]"
lvbench:2984,lvbench,plain_dpp_8,"[0, 29, 47, 50, 51, 53, 57, 63]"
lvbench:302,lvbench,mdp3_8,"[11, 17, 19, 21, 27, 40, 43, 56]"
lvbench:302,lvbench,plain_dpp_8,"[11, 17, 19, 21, 27, 40, 43, 56]"
lvbench:3025,lvbench,mdp3_8,"[12, 15, 23, 29, 30, 43, 57, 58]"
lvbench:3025,lvbench,plain_dpp_8,"[12, 15, 23, 29, 30, 43, 57, 58]"
lvbench:3027,lvbench,mdp3_8,"[2, 4, 16, 33, 35, 37, 54, 57]"
lvbench:3027,lvbench,plain_dpp_8,"[2, 4, 16, 28, 33, 35, 37, 57]"
lvbench:303,lvbench,mdp3_8,"[21, 24, 31, 33, 35, 52, 55, 57]"
lvbench:303,lvbench,plain_dpp_8,"[21, 31, 33, 34, 35, 52, 55, 57]"
lvbench:3036,lvbench,mdp3_8,"[0, 2, 35, 37, 46, 54, 57, 58]"
lvbench:3036,lvbench,plain_dpp_8,"[2, 4, 29, 35, 37, 46, 54, 58]"
lvbench:304,lvbench,mdp3_8,"[11, 19, 21, 28, 31, 34, 35, 51]"
lvbench:304,lvbench,plain_dpp_8,"[11, 19, 21, 28, 31, 34, 35, 51]"
lvbench:3044,lvbench,mdp3_8,"[1, 4, 15, 27, 28, 35, 43, 55]"
lvbench:3044,lvbench,plain_dpp_8,"[1, 15, 22, 27, 28, 35, 43, 55]"
lvbench:3045,lvbench,mdp3_8,"[2, 3, 11, 35, 45, 49, 57, 59]"
lvbench:3045,lvbench,plain_dpp_8,"[2, 3, 35, 37, 45, 49, 57, 59]"
lvbench:3047,lvbench,mdp3_8,"[1, 4, 28, 34, 37, 42, 43, 46]"
lvbench:3047,lvbench,plain_dpp_8,"[4, 15, 28, 29, 34, 37, 42, 46]"
lvbench:307,lvbench,mdp3_8,"[4, 6, 21, 30, 31, 34, 41, 51]"
lvbench:307,lvbench,plain_dpp_8,"[4, 6, 21, 30, 31, 34, 51, 53]"
lvbench:3080,lvbench,mdp3_8,"[0, 2, 7, 8, 11, 12, 22, 63]"
lvbench:3080,lvbench,plain_dpp_8,"[0, 2, 7, 8, 11, 12, 22, 23]"
lvbench:3082,lvbench,mdp3_8,"[2, 14, 17, 18, 22, 26, 40, 60]"
lvbench:3082,lvbench,plain_dpp_8,"[5, 14, 17, 18, 21, 22, 26, 40]"
lvbench:3088,lvbench,mdp3_8,"[19, 28, 33, 43, 45, 46, 50, 57]"
lvbench:3088,lvbench,plain_dpp_8,"[29, 33, 41, 43, 45, 46, 50, 57]"
lvbench:3098,lvbench,mdp3_8,"[4, 44, 46, 50, 57, 61, 62, 63]"
lvbench:3098,lvbench,plain_dpp_8,"[4, 44, 46, 50, 57, 61, 62, 63]"
lvbench:3102,lvbench,mdp3_8,"[4, 31, 34, 37, 44, 46, 57, 61]"
lvbench:3102,lvbench,plain_dpp_8,"[4, 30, 37, 39, 44, 46, 57, 61]"
lvbench:3118,lvbench,mdp3_8,"[3, 11, 17, 22, 46, 59, 61, 62]"
lvbench:3118,lvbench,plain_dpp_8,"[3, 5, 11, 17, 22, 29, 59, 62]"
lvbench:3124,lvbench,mdp3_8,"[3, 8, 9, 19, 32, 50, 56, 58]"
lvbench:3124,lvbench,plain_dpp_8,"[3, 8, 9, 17, 19, 23, 56, 58]"
lvbench:3131,lvbench,mdp3_8,"[4, 17, 25, 30, 49, 55, 59, 62]"
lvbench:3131,lvbench,plain_dpp_8,"[4, 6, 17, 22, 25, 30, 59, 62]"
lvbench:3166,lvbench,mdp3_8,"[10, 11, 21, 25, 34, 36, 50, 53]"
lvbench:3166,lvbench,plain_dpp_8,"[10, 16, 34, 36, 42, 50, 53, 56]"
lvbench:3167,lvbench,mdp3_8,"[11, 16, 21, 35, 37, 38, 42, 50]"
lvbench:3167,lvbench,plain_dpp_8,"[11, 16, 21, 34, 35, 42, 50, 56]"
lvbench:3174,lvbench,mdp3_8,"[1, 10, 11, 23, 57, 59, 62, 63]"
lvbench:3174,lvbench,plain_dpp_8,"[1, 10, 11, 23, 57, 59, 62, 63]"
lvbench:3176,lvbench,mdp3_8,"[1, 5, 16, 18, 33, 36, 39, 59]"
lvbench:3176,lvbench,plain_dpp_8,"[5, 11, 18, 32, 33, 36, 39, 59]"
lvbench:3188,lvbench,mdp3_8,"[10, 12, 21, 36, 37, 50, 55, 56]"
lvbench:3188,lvbench,plain_dpp_8,"[16, 21, 36, 37, 40, 50, 55, 56]"
lvbench:3222,lvbench,mdp3_8,"[0, 7, 8, 32, 33, 37, 48, 63]"
lvbench:3222,lvbench,plain_dpp_8,"[0, 7, 8, 32, 33, 37, 48, 63]"
lvbench:3223,lvbench,mdp3_8,"[0, 7, 8, 34, 37, 60, 62, 63]"
lvbench:3223,lvbench,plain_dpp_8,"[0, 4, 12, 32, 34, 48, 60, 63]"
lvbench:3248,lvbench,mdp3_8,"[26, 37, 43, 44, 51, 55, 56, 58]"
lvbench:3248,lvbench,plain_dpp_8,"[35, 37, 43, 44, 51, 55, 58, 61]"
lvbench:3312,lvbench,mdp3_8,"[2, 7, 15, 41, 49, 50, 55, 56]"
lvbench:3312,lvbench,plain_dpp_8,"[2, 7, 15, 41, 49, 50, 55, 56]"
lvbench:3314,lvbench,mdp3_8,"[9, 10, 18, 23, 32, 38, 41, 59]"
lvbench:3314,lvbench,plain_dpp_8,"[12, 13, 17, 23, 32, 38, 41, 59]"
lvbench:3317,lvbench,mdp3_8,"[13, 28, 32, 34, 40, 41, 43, 48]"
lvbench:3317,lvbench,plain_dpp_8,"[13, 32, 33, 34, 39, 41, 43, 48]"
lvbench:3321,lvbench,mdp3_8,"[9, 37, 41, 48, 56, 57, 58, 59]"
lvbench:3321,lvbench,plain_dpp_8,"[9, 37, 41, 48, 56, 57, 58, 59]"
lvbench:3335,lvbench,mdp3_8,"[8, 13, 18, 19, 39, 41, 45, 48]"
lvbench:3335,lvbench,plain_dpp_8,"[8, 16, 21, 24, 35, 36, 45, 50]"
lvbench:3347,lvbench,mdp3_8,"[7, 10, 17, 36, 41, 50, 57, 60]"
lvbench:3347,lvbench,plain_dpp_8,"[7, 11, 16, 17, 36, 37, 50, 57]"
lvbench:3352,lvbench,mdp3_8,"[18, 19, 27, 35, 36, 51, 57, 61]"
lvbench:3352,lvbench,plain_dpp_8,"[18, 19, 21, 24, 27, 36, 57, 61]"
lvbench:3361,lvbench,mdp3_8,"[0, 11, 17, 31, 32, 45, 50, 63]"
lvbench:3361,lvbench,plain_dpp_8,"[0, 11, 17, 27, 32, 45, 50, 60]"
lvbench:3363,lvbench,mdp3_8,"[6, 14, 17, 37, 40, 45, 50, 58]"
lvbench:3363,lvbench,plain_dpp_8,"[14, 16, 17, 35, 40, 50, 58, 60]"
lvbench:3369,lvbench,mdp3_8,"[0, 7, 11, 14, 18, 43, 55, 63]"
lvbench:3369,lvbench,plain_dpp_8,"[0, 1, 11, 12, 18, 23, 55, 58]"
lvbench:3371,lvbench,mdp3_8,"[7, 9, 17, 21, 23, 34, 37, 55]"
lvbench:3371,lvbench,plain_dpp_8,"[7, 9, 17, 21, 23, 34, 37, 55]"
lvbench:3377,lvbench,mdp3_8,"[3, 5, 6, 9, 39, 41, 48, 62]"
lvbench:3377,lvbench,plain_dpp_8,"[3, 5, 6, 9, 39, 41, 48, 62]"
lvbench:3378,lvbench,mdp3_8,"[6, 12, 20, 24, 33, 37, 41, 50]"
lvbench:3378,lvbench,plain_dpp_8,"[6, 10, 20, 22, 24, 33, 41, 50]"
lvbench:3383,lvbench,mdp3_8,"[3, 10, 13, 21, 34, 48, 55, 62]"
lvbench:3383,lvbench,plain_dpp_8,"[3, 13, 17, 21, 34, 48, 55, 62]"
lvbench:3392,lvbench,mdp3_8,"[1, 6, 17, 22, 34, 37, 39, 50]"
lvbench:3392,lvbench,plain_dpp_8,"[6, 9, 17, 22, 34, 37, 39, 50]"
lvbench:3397,lvbench,mdp3_8,"[1, 2, 6, 16, 17, 41, 45, 50]"
lvbench:3397,lvbench,plain_dpp_8,"[0, 2, 8, 9, 17, 41, 45, 50]"
lvbench:341,lvbench,mdp3_8,"[1, 2, 7, 13, 32, 46, 61, 62]"
lvbench:341,lvbench,plain_dpp_8,"[1, 2, 7, 13, 32, 46, 60, 62]"
lvbench:3413,lvbench,mdp3_8,"[0, 1, 7, 13, 19, 26, 30, 62]"
lvbench:3413,lvbench,plain_dpp_8,"[0, 1, 7, 13, 19, 26, 30, 62]"
lvbench:3416,lvbench,mdp3_8,"[3, 10, 12, 25, 29, 30, 36, 51]"
lvbench:3416,lvbench,plain_dpp_8,"[3, 5, 10, 12, 25, 29, 30, 51]"
lvbench:3419,lvbench,mdp3_8,"[7, 13, 17, 22, 30, 37, 38, 42]"
lvbench:3419,lvbench,plain_dpp_8,"[7, 13, 17, 22, 28, 30, 38, 42]"
lvbench:3420,lvbench,mdp3_8,"[0, 7, 10, 14, 22, 25, 30, 32]"
lvbench:3420,lvbench,plain_dpp_8,"[0, 7, 10, 14, 22, 23, 25, 30]"
lvbench:3425,lvbench,mdp3_8,"[7, 15, 21, 25, 28, 32, 36, 41]"
lvbench:3425,lvbench,plain_dpp_8,"[7, 21, 22, 25, 28, 32, 36, 41]"
lvbench:3439,lvbench,mdp3_8,"[1, 21, 25, 28, 30, 33, 39, 52]"
lvbench:3439,lvbench,plain_dpp_8,"[1, 21, 25, 27, 28, 33, 38, 39]"
lvbench:3443,lvbench,mdp3_8,"[5, 7, 11, 21, 33, 51, 57, 59]"
lvbench:3443,lvbench,plain_dpp_8,"[7, 9, 11, 21, 30, 48, 57, 59]"
lvbench:3444,lvbench,mdp3_8,"[2, 7, 16, 28, 33, 42, 54, 63]"
lvbench:3444,lvbench,plain_dpp_8,"[7, 16, 28, 33, 38, 53, 54, 63]"
lvbench:3446,lvbench,mdp3_8,"[0, 7, 10, 18, 33, 39, 40, 63]"
lvbench:3446,lvbench,plain_dpp_8,"[7, 10, 18, 33, 39, 40, 53, 63]"
lvbench:3449,lvbench,mdp3_8,"[7, 9, 19, 26, 33, 38, 57, 63]"
lvbench:3449,lvbench,plain_dpp_8,"[7, 9, 19, 33, 38, 39, 57, 63]"
lvbench:3453,lvbench,mdp3_8,"[7, 22, 26, 27, 28, 38, 39, 54]"
lvbench:3453,lvbench,plain_dpp_8,"[7, 11, 22, 26, 27, 28, 39, 54]"
lvbench:3455,lvbench,mdp3_8,"[7, 16, 26, 36, 39, 54, 60, 61]"
lvbench:3455,lvbench,plain_dpp_8,"[7, 26, 36, 39, 54, 57, 60, 61]"
lvbench:3462,lvbench,mdp3_8,"[0, 2, 20, 23, 36, 37, 61, 63]"
lvbench:3462,lvbench,plain_dpp_8,"[0, 2, 18, 20, 23, 36, 37, 61]"
lvbench:3472,lvbench,mdp3_8,"[0, 2, 8, 11, 20, 39, 40, 44]"
lvbench:3472,lvbench,plain_dpp_8,"[2, 3, 8, 11, 20, 39, 40, 44]"
lvbench:3475,lvbench,mdp3_8,"[6, 27, 28, 29, 30, 32, 34, 59]"
lvbench:3475,lvbench,plain_dpp_8,"[12, 27, 28, 29, 30, 34, 57, 59]"
lvbench:3480,lvbench,mdp3_8,"[3, 17, 18, 21, 36, 37, 38, 57]"
lvbench:3480,lvbench,plain_dpp_8,"[3, 17, 18, 21, 36, 37, 38, 57]"
lvbench:3529,lvbench,mdp3_8,"[0, 25, 28, 31, 57, 59, 60, 63]"
lvbench:3529,lvbench,plain_dpp_8,"[0, 25, 28, 37, 49, 59, 60, 63]"
lvbench:353,lvbench,mdp3_8,"[7, 12, 15, 35, 36, 44, 45, 51]"
lvbench:353,lvbench,plain_dpp_8,"[12, 13, 15, 25, 35, 36, 44, 51]"
lvbench:3533,lvbench,mdp3_8,"[0, 10, 23, 25, 28, 44, 49, 51]"
lvbench:3533,lvbench,plain_dpp_8,"[0, 1, 23, 25, 44, 49, 57, 59]"
lvbench:3535,lvbench,mdp3_8,"[10, 11, 21, 23, 28, 32, 44, 54]"
lvbench:3535,lvbench,plain_dpp_8,"[10, 11, 17, 21, 25, 43, 47, 59]"
lvbench:3544,lvbench,mdp3_8,"[0, 6, 11, 23, 28, 49, 60, 63]"
lvbench:3544,lvbench,plain_dpp_8,"[0, 1, 21, 23, 28, 49, 52, 63]"
lvbench:357,lvbench,mdp3_8,"[4, 7, 11, 16, 30, 44, 47, 53]"
lvbench:357,lvbench,plain_dpp_8,"[4, 7, 11, 16, 30, 44, 47, 53]"
lvbench:3630,lvbench,mdp3_8,"[4, 20, 22, 26, 29, 34, 50, 57]"
lvbench:3630,lvbench,plain_dpp_8,"[4, 7, 20, 22, 26, 31, 34, 60]"
lvbench:3633,lvbench,mdp3_8,"[4, 12, 20, 32, 41, 46, 62, 63]"
lvbench:3633,lvbench,plain_dpp_8,"[4, 20, 34, 52, 60, 61, 62, 63]"
lvbench:3642,lvbench,mdp3_8,"[0, 2, 3, 22, 29, 36, 37, 60]"
lvbench:3642,lvbench,plain_dpp_8,"[0, 3, 22, 29, 36, 37, 55, 60]"
lvbench:3646,lvbench,mdp3_8,"[4, 5, 7, 22, 33, 53, 60, 62]"
lvbench:3646,lvbench,plain_dpp_8,"[5, 7, 20, 22, 41, 53, 60, 62]"
lvbench:37,lvbench,mdp3_8,"[7, 23, 25, 26, 35, 36, 37, 62]"
lvbench:37,lvbench,plain_dpp_8,"[3, 7, 21, 26, 35, 36, 52, 62]"
lvbench:3783,lvbench,mdp3_8,"[2, 10, 14, 27, 47, 54, 60, 63]"
lvbench:3783,lvbench,plain_dpp_8,"[2, 4, 10, 27, 47, 54, 57, 63]"
lvbench:3785,lvbench,mdp3_8,"[2, 19, 25, 27, 47, 49, 54, 63]"
lvbench:3785,lvbench,plain_dpp_8,"[0, 2, 18, 19, 25, 27, 54, 63]"
lvbench:3787,lvbench,mdp3_8,"[4, 10, 18, 27, 33, 51, 57, 63]"
lvbench:3787,lvbench,plain_dpp_8,"[4, 10, 18, 27, 31, 51, 57, 63]"
lvbench:3789,lvbench,mdp3_8,"[10, 14, 19, 27, 47, 53, 54, 56]"
lvbench:3789,lvbench,plain_dpp_8,"[10, 17, 19, 27, 53, 54, 56, 57]"
lvbench:3791,lvbench,mdp3_8,"[0, 2, 14, 17, 18, 22, 54, 57]"
lvbench:3791,lvbench,plain_dpp_8,"[0, 2, 18, 19, 22, 23, 54, 57]"
lvbench:3792,lvbench,mdp3_8,"[2, 10, 14, 27, 33, 54, 57, 63]"
lvbench:3792,lvbench,plain_dpp_8,"[2, 4, 10, 27, 53, 54, 57, 63]"
lvbench:3798,lvbench,mdp3_8,"[2, 4, 18, 27, 33, 49, 54, 60]"
lvbench:3798,lvbench,plain_dpp_8,"[2, 9, 18, 27, 47, 54, 59, 60]"
